"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","some high school","standard","none","69","74","69"
"female","group D","master's degree","standard","none","70","76","79"
"female","group B","some high school","standard","none","68","83","79"
"female","group A","high school","free/reduced","completed","47","63","65"
"female","group C","some college","standard","completed","49","68","74"
"male","group E","associate's degree","standard","none","89","80","78"
"female","group C","associate's degree","free/reduced","none","55","67","70"
"female","group D","some high school","standard","completed","32","43","43"
"female","group B","some college","standard","none","43","48","41"
"female","group E","bachelor's degree","standard","none","84","91","90"
"female","group E","some college","standard","completed","75","78","77"
"male","group D","some college","standard","completed","67","67","71"
"female","group C","associate's degree","standard","none","55","68","69"
"male","group C","high school","free/reduced","completed","51","58","50"
"female","group E","some college","standard","completed","81","90","90"
"female","group E","associate's degree","standard","none","78","80","76"
"male","group B","some college","standard","completed","100","90","93"
"male","group B","some high school","free/reduced","none","40","45","35"
"male","group C","some college","standard","none","63","55","59"
"male","group B","high school","standard","none","73","64","60"
"female","group C","some high school","standard","completed","61","67","66"
"female","group C","some college","standard","none","64","68","71"
"female","group C","associate's degree","standard","none","87","85","88"
"female","group D","associate's degree","standard","completed","99","100","100"
"male","group B","associate's degree","standard","none","77","72","69"
"female","group C","bachelor's degree","standard","none","90","100","96"
"male","group A","associate's degree","free/reduced","none","74","69","67"
"female","group C","some college","free/reduced","none","34","47","51"
"male","group A","bachelor's degree","standard","none","80","80","80"
"female","group D","master's degree","standard","completed","67","80","84"
"female","group C","high school","standard","none","75","69","68"
"male","group C","associate's degree","free/reduced","none","79","79","81"
"female","group D","master's degree","standard","completed","61","65","76"
"female","group B","some college","standard","none","75","83","79"
"female","group C","high school","standard","completed","53","65","68"
"male","group A","high school","standard","none","39","46","36"
"male","group E","some college","standard","none","76","58","64"
"female","group C","bachelor's degree","free/reduced","completed","51","61","58"
"female","group D","associate's degree","standard","none","66","70","65"
"male","group C","some college","standard","completed","89","78","80"
"male","group B","bachelor's degree","standard","completed","79","70","72"
"male","group B","high school","standard","none","98","78","82"
"male","group C","high school","free/reduced","none","53","51","47"
"male","group E","some college","standard","completed","73","64","60"
"male","group E","some college","free/reduced","none","59","63","61"
